product_name,price,category,units_sold,stock_after,date,store_id,store_location,promotion_active,holiday,local_event
Manzanas Fuji,2.99,Frutas y Verduras,4,99,2024-05-27,S040,Bilbao,0,Sin Festivo,Sin Evento
Detergente Líquido,4.67,Limpieza,0,87,2024-03-06,S029,Valencia,0,Sin Festivo,Festival de Música
Papel Higiénico,5.55,Higiene,2,18,2024-05-17,S033,Barcelona,0,Sin Festivo,Sin Evento
Pasta Italiana,3.83,Alimentación,7,66,2025-02-01,S039,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pan de Molde,1.68,Panadería,2,9,2025-12-14,S016,Palma de Mallorca,1,Sin Festivo,Sin Evento
Turrón de Almendras,24.09,Alimentación (Navidad),6,31,2025-04-14,S009,Barcelona,0,Sin Festivo,Festival de Música
Manzanas Fuji,1.78,Frutas y Verduras,8,76,2025-02-09,S022,Barcelona,0,Sin Festivo,Sin Evento
Aceite de Oliva,5.12,Alimentación,0,33,2024-02-13,S044,Palma de Mallorca,0,Sin Festivo,Sin Evento
Pan de Molde,1.51,Panadería,4,49,2025-08-07,S044,Madrid,0,Sin Festivo,Sin Evento
Helado de Vainilla,2.82,Congelados,11,10,2024-07-14,S049,Valencia,0,Sin Festivo,Sin Evento
Protector Solar,8.02,Cuidado Personal,3,6,2025-11-12,S034,Murcia,0,Sin Festivo,Sin Evento
Aceite de Oliva,6.4,Alimentación,2,38,2025-06-18,S018,Murcia,0,Sin Festivo,Sin Evento
Pan de Molde,0.76,Panadería,0,0,2025-04-21,S030,Valencia,0,Sin Festivo,Sin Evento
Vino Tinto Rioja,1.96,Bebidas,5,40,2024-12-31,S049,Valencia,0,Sin Festivo,Sin Evento
Turrón de Almendras,14.68,Alimentación (Navidad),2,0,2024-10-22,S010,Murcia,0,Sin Festivo,Sin Evento
